work_id,tradition,title,school,source_dataset,source_url,source_text_path,formation_from,formation_to,translation_dynasty,translation_place,latitude,longitude,region_note,text_length_chars,script_language,term,lemma_en,category,count,per_10k_chars,sample_segment_id,sample_text
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,粥,gruel/congee,grain/preparation,39,1.1262204331039503,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,乳,milk,dairy,33,0.9529557510879578,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,酥,ghee/butter,dairy,55,1.5882595851465962,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,蜜,honey,sweetener/medicine,61,1.7615242671625888,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,飯,cooked rice/meal,grain/preparation,74,2.1369310781972386,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,米,rice,grain,28,0.8085685160746309,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,麥,wheat/barley,grain,6,0.17326468201599232,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,肉,meat,animal food,71,2.0502987371892427,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,魚,fish,animal food,15,0.43316170503998086,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,餅,cake/bread,grain/preparation,28,0.8085685160746309,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,油,oil,fat/medicine,48,1.3861174561279386,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,鹽,salt,seasoning,15,0.43316170503998086,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,薑,ginger,seasoning/medicine,5,0.14438723501332695,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,糖,sugar,sweetener/medicine,1,0.028877447002665386,,
T1421,Chinese Vinaya translation,彌沙塞部和醯五分律 / Mahīśāsaka Vinaya (Five-Part Vinaya),Mahīśāsaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1421.txt.zip,T1421_001.txt;T1421_002.txt;T1421_003.txt;T1421_004.txt;T1421_005.txt;T1421_006.txt;T1421_007.txt;T1421_008.txt;T1421_009.txt;T1421_010.txt;T1421_011.txt;T1421_012.txt;T1421_013.txt;T1421_014.txt;T1421_015.txt;T1421_016.txt;T1421_017.txt;T1421_018.txt;T1421_019.txt;T1421_020.txt;T1421_021.txt;T1421_022.txt;T1421_023.txt;T1421_024.txt;T1421_025.txt;T1421_026.txt;T1421_027.txt;T1421_028.txt;T1421_029.txt;T1421_030.txt,423,424,劉宋,龍光寺,32.062352,118.801793,"northwest/central India (trad. Mahīśāsaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",346291,Classical Chinese,漿,drink/syrup,drink,21,0.6064263870559732,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,粥,gruel/congee,grain/preparation,84,1.4921661278288985,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,乳,milk,dairy,84,1.4921661278288985,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,酥,ghee/butter,dairy,141,2.5047074288556503,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,蜜,honey,sweetener/medicine,205,3.641595907201478,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,飯,cooked rice/meal,grain/preparation,208,3.694887554623939,,
